#
# CIE cooling function for Z=0.001 solar
#   ne=0.004 cm^-3
#   logT = 4.0 to 8.0
#   sun_photospheric_1998_grevesse abundances
# Calculated using CHIANTI and ChiantiPy
#
logT   Total    Cont   FFCont  FBCont  2PCont
4.850 -22.192 -22.801 -24.147 -23.739 -22.877
4.860 -22.163 -22.775 -24.141 -23.730 -22.848
4.870 -22.138 -22.753 -24.135 -23.720 -22.824
4.880 -22.117 -22.735 -24.130 -23.710 -22.804
4.890 -22.100 -22.722 -24.124 -23.700 -22.789
4.900 -22.088 -22.712 -24.118 -23.689 -22.780
4.910 -22.081 -22.707 -24.113 -23.680 -22.775
4.920 -22.078 -22.706 -24.107 -23.671 -22.776
4.930 -22.080 -22.709 -24.101 -23.662 -22.780
4.940 -22.085 -22.714 -24.096 -23.655 -22.788
4.950 -22.093 -22.723 -24.090 -23.648 -22.800
4.960 -22.104 -22.735 -24.084 -23.642 -22.815
4.970 -22.117 -22.748 -24.078 -23.637 -22.832
4.980 -22.133 -22.764 -24.073 -23.633 -22.852
4.990 -22.150 -22.780 -24.067 -23.630 -22.873
5.000 -22.169 -22.798 -24.061 -23.627 -22.897
5.010 -22.188 -22.817 -24.055 -23.624 -22.921
5.020 -22.209 -22.836 -24.049 -23.623 -22.946
5.030 -22.230 -22.855 -24.043 -23.621 -22.972
5.040 -22.252 -22.875 -24.038 -23.620 -22.999
5.050 -22.274 -22.895 -24.032 -23.620 -23.026
5.060 -22.296 -22.914 -24.026 -23.619 -23.054
5.070 -22.319 -22.934 -24.020 -23.619 -23.081
5.080 -22.341 -22.953 -24.014 -23.619 -23.109
5.090 -22.363 -22.972 -24.009 -23.620 -23.137
5.100 -22.386 -22.990 -24.003 -23.620 -23.165
5.110 -22.408 -23.008 -23.997 -23.621 -23.193
5.120 -22.430 -23.026 -23.991 -23.621 -23.221
5.130 -22.451 -23.043 -23.985 -23.622 -23.249
5.140 -22.473 -23.060 -23.980 -23.623 -23.277
5.150 -22.494 -23.076 -23.974 -23.624 -23.305
5.160 -22.514 -23.092 -23.968 -23.626 -23.332
5.170 -22.535 -23.107 -23.963 -23.627 -23.359
5.180 -22.555 -23.121 -23.957 -23.628 -23.386
5.190 -22.575 -23.135 -23.951 -23.630 -23.413
5.200 -22.594 -23.149 -23.946 -23.631 -23.440
5.210 -22.613 -23.161 -23.940 -23.633 -23.466
5.220 -22.632 -23.174 -23.935 -23.634 -23.493
5.230 -22.650 -23.186 -23.929 -23.636 -23.519
5.240 -22.668 -23.197 -23.924 -23.637 -23.545
5.250 -22.686 -23.208 -23.918 -23.639 -23.571
5.260 -22.703 -23.219 -23.913 -23.641 -23.596
5.270 -22.720 -23.229 -23.907 -23.643 -23.621
5.280 -22.737 -23.238 -23.902 -23.644 -23.647
5.290 -22.753 -23.247 -23.897 -23.646 -23.671
5.300 -22.769 -23.256 -23.891 -23.648 -23.696
5.310 -22.785 -23.264 -23.886 -23.650 -23.721
5.320 -22.800 -23.272 -23.881 -23.652 -23.745
5.330 -22.815 -23.280 -23.876 -23.654 -23.769
5.340 -22.830 -23.287 -23.870 -23.656 -23.793
5.350 -22.844 -23.294 -23.865 -23.658 -23.817
5.360 -22.858 -23.300 -23.860 -23.660 -23.840
5.370 -22.872 -23.306 -23.855 -23.662 -23.864
5.380 -22.885 -23.312 -23.850 -23.664 -23.887
5.390 -22.899 -23.317 -23.845 -23.666 -23.910
5.400 -22.912 -23.323 -23.840 -23.668 -23.933
5.410 -22.925 -23.327 -23.835 -23.670 -23.956
5.420 -22.937 -23.332 -23.830 -23.672 -23.979
5.430 -22.950 -23.336 -23.825 -23.674 -24.001
5.440 -22.962 -23.340 -23.820 -23.676 -24.023
5.450 -22.974 -23.344 -23.815 -23.678 -24.045
5.460 -22.987 -23.348 -23.811 -23.680 -24.067
5.470 -22.999 -23.351 -23.806 -23.682 -24.089
5.480 -23.010 -23.354 -23.801 -23.684 -24.111
5.490 -23.022 -23.357 -23.796 -23.687 -24.132
5.500 -23.033 -23.360 -23.792 -23.689 -24.154
5.510 -23.044 -23.363 -23.787 -23.691 -24.175
5.520 -23.055 -23.365 -23.782 -23.693 -24.196
5.530 -23.066 -23.368 -23.778 -23.696 -24.217
5.540 -23.076 -23.370 -23.773 -23.698 -24.238
5.550 -23.086 -23.372 -23.768 -23.701 -24.259
5.560 -23.095 -23.374 -23.764 -23.704 -24.279
5.570 -23.104 -23.376 -23.759 -23.706 -24.300
5.580 -23.113 -23.378 -23.755 -23.709 -24.320
5.590 -23.121 -23.379 -23.750 -23.712 -24.340
5.600 -23.130 -23.381 -23.746 -23.715 -24.360
5.610 -23.138 -23.382 -23.741 -23.718 -24.380
5.620 -23.145 -23.384 -23.737 -23.721 -24.400
5.630 -23.153 -23.385 -23.732 -23.724 -24.420
5.640 -23.160 -23.386 -23.728 -23.728 -24.440
5.650 -23.167 -23.387 -23.723 -23.731 -24.459
5.660 -23.173 -23.388 -23.719 -23.734 -24.479
5.670 -23.180 -23.389 -23.714 -23.737 -24.498
5.680 -23.186 -23.390 -23.710 -23.741 -24.517
5.690 -23.192 -23.391 -23.705 -23.744 -24.536
5.700 -23.198 -23.392 -23.701 -23.747 -24.555
5.710 -23.203 -23.392 -23.697 -23.751 -24.574
5.720 -23.209 -23.393 -23.692 -23.754 -24.593
5.730 -23.214 -23.393 -23.688 -23.757 -24.612
5.740 -23.219 -23.393 -23.683 -23.761 -24.630
5.750 -23.224 -23.394 -23.679 -23.764 -24.649
5.760 -23.229 -23.394 -23.675 -23.768 -24.667
5.770 -23.234 -23.394 -23.670 -23.771 -24.685
5.780 -23.238 -23.394 -23.666 -23.774 -24.703
5.790 -23.242 -23.394 -23.662 -23.778 -24.722
5.800 -23.247 -23.394 -23.657 -23.781 -24.739
5.810 -23.251 -23.394 -23.653 -23.785 -24.757
5.820 -23.254 -23.394 -23.649 -23.788 -24.775
5.830 -23.258 -23.393 -23.645 -23.792 -24.793
5.840 -23.262 -23.393 -23.640 -23.796 -24.810
5.850 -23.265 -23.393 -23.636 -23.799 -24.828
5.860 -23.268 -23.392 -23.632 -23.803 -24.845
5.870 -23.271 -23.392 -23.627 -23.807 -24.862
5.880 -23.274 -23.391 -23.623 -23.810 -24.879
5.890 -23.276 -23.391 -23.619 -23.814 -24.896
5.900 -23.279 -23.390 -23.615 -23.818 -24.913
5.910 -23.281 -23.390 -23.610 -23.821 -24.930
5.920 -23.283 -23.389 -23.606 -23.825 -24.947
5.930 -23.286 -23.388 -23.602 -23.829 -24.963
5.940 -23.287 -23.387 -23.598 -23.833 -24.980
5.950 -23.289 -23.386 -23.594 -23.836 -24.996
5.960 -23.291 -23.385 -23.589 -23.840 -25.013
5.970 -23.292 -23.384 -23.585 -23.843 -25.029
5.980 -23.294 -23.383 -23.581 -23.847 -25.045
5.990 -23.295 -23.382 -23.577 -23.850 -25.061
6.000 -23.296 -23.381 -23.572 -23.854 -25.077
6.010 -23.297 -23.380 -23.568 -23.857 -25.093
6.020 -23.298 -23.378 -23.564 -23.860 -25.109
6.030 -23.299 -23.377 -23.560 -23.863 -25.125
6.040 -23.299 -23.375 -23.556 -23.866 -25.140
6.050 -23.300 -23.374 -23.551 -23.869 -25.156
6.060 -23.300 -23.372 -23.547 -23.872 -25.171
6.070 -23.301 -23.370 -23.543 -23.875 -25.187
6.080 -23.301 -23.369 -23.539 -23.878 -25.202
6.090 -23.301 -23.367 -23.535 -23.881 -25.217
6.100 -23.301 -23.365 -23.530 -23.883 -25.233
6.110 -23.301 -23.363 -23.526 -23.886 -25.248
6.120 -23.301 -23.361 -23.522 -23.888 -25.263
6.130 -23.301 -23.359 -23.518 -23.891 -25.278
6.140 -23.300 -23.357 -23.514 -23.893 -25.292
6.150 -23.300 -23.355 -23.509 -23.896 -25.307
6.160 -23.299 -23.353 -23.505 -23.898 -25.322
6.170 -23.299 -23.351 -23.501 -23.900 -25.336
6.180 -23.298 -23.348 -23.497 -23.902 -25.351
6.190 -23.297 -23.346 -23.493 -23.904 -25.365
6.200 -23.296 -23.344 -23.488 -23.906 -25.380
6.210 -23.295 -23.341 -23.484 -23.907 -25.394
6.220 -23.294 -23.339 -23.480 -23.909 -25.408
6.230 -23.293 -23.336 -23.476 -23.910 -25.422
6.240 -23.292 -23.334 -23.472 -23.912 -25.436
6.250 -23.290 -23.331 -23.467 -23.913 -25.450
6.260 -23.289 -23.328 -23.463 -23.913 -25.464
6.270 -23.287 -23.325 -23.459 -23.914 -25.478
6.280 -23.286 -23.322 -23.455 -23.914 -25.491
6.290 -23.284 -23.319 -23.451 -23.915 -25.505
6.300 -23.282 -23.316 -23.446 -23.914 -25.519
6.310 -23.280 -23.313 -23.442 -23.914 -25.532
6.320 -23.278 -23.310 -23.438 -23.914 -25.546
6.330 -23.276 -23.307 -23.434 -23.913 -25.559
6.340 -23.274 -23.303 -23.429 -23.912 -25.573
6.350 -23.272 -23.300 -23.425 -23.911 -25.586
6.360 -23.269 -23.296 -23.421 -23.909 -25.600
6.370 -23.267 -23.293 -23.416 -23.908 -25.613
6.380 -23.264 -23.289 -23.412 -23.906 -25.627
6.390 -23.262 -23.286 -23.408 -23.904 -25.640
6.400 -23.259 -23.282 -23.403 -23.903 -25.654
6.410 -23.256 -23.278 -23.399 -23.901 -25.668
6.420 -23.253 -23.275 -23.395 -23.899 -25.681
6.430 -23.250 -23.271 -23.390 -23.897 -25.695
6.440 -23.247 -23.267 -23.386 -23.895 -25.709
6.450 -23.244 -23.263 -23.381 -23.893 -25.722
6.460 -23.241 -23.260 -23.377 -23.892 -25.736
6.470 -23.238 -23.256 -23.372 -23.890 -25.750
6.480 -23.235 -23.252 -23.368 -23.889 -25.764
6.490 -23.232 -23.249 -23.364 -23.888 -25.778
6.500 -23.229 -23.245 -23.359 -23.887 -25.792
6.510 -23.226 -23.241 -23.355 -23.886 -25.806
6.520 -23.223 -23.238 -23.350 -23.885 -25.820
6.530 -23.220 -23.234 -23.346 -23.885 -25.834
6.540 -23.217 -23.231 -23.341 -23.885 -25.847
6.550 -23.214 -23.227 -23.336 -23.884 -25.862
6.560 -23.211 -23.224 -23.332 -23.885 -25.875
6.570 -23.208 -23.220 -23.327 -23.885 -25.889
6.580 -23.205 -23.217 -23.323 -23.885 -25.903
6.590 -23.202 -23.213 -23.318 -23.885 -25.917
6.600 -23.199 -23.210 -23.314 -23.886 -25.931
6.610 -23.196 -23.206 -23.309 -23.886 -25.945
6.620 -23.193 -23.203 -23.304 -23.887 -25.958
6.630 -23.190 -23.199 -23.300 -23.888 -25.972
6.640 -23.186 -23.196 -23.295 -23.889 -25.986
6.650 -23.183 -23.192 -23.291 -23.889 -25.999
6.660 -23.180 -23.189 -23.286 -23.890 -26.013
6.670 -23.177 -23.185 -23.281 -23.891 -26.026
6.680 -23.173 -23.182 -23.277 -23.892 -26.040
6.690 -23.170 -23.178 -23.272 -23.893 -26.053
6.700 -23.167 -23.175 -23.267 -23.894 -26.067
6.710 -23.163 -23.171 -23.263 -23.895 -26.080
6.720 -23.160 -23.168 -23.258 -23.896 -26.094
6.730 -23.157 -23.164 -23.253 -23.898 -26.107
6.740 -23.153 -23.160 -23.249 -23.899 -26.120
6.750 -23.150 -23.157 -23.244 -23.900 -26.134
6.760 -23.147 -23.153 -23.239 -23.901 -26.147
6.770 -23.143 -23.150 -23.234 -23.903 -26.160
6.780 -23.140 -23.146 -23.230 -23.904 -26.174
6.790 -23.136 -23.142 -23.225 -23.906 -26.187
6.800 -23.133 -23.139 -23.220 -23.907 -26.200
6.810 -23.129 -23.135 -23.215 -23.909 -26.213
6.820 -23.126 -23.131 -23.211 -23.911 -26.227
6.830 -23.122 -23.128 -23.206 -23.912 -26.240
6.840 -23.119 -23.124 -23.201 -23.914 -26.253
6.850 -23.115 -23.120 -23.196 -23.916 -26.266
6.860 -23.112 -23.117 -23.192 -23.918 -26.280
6.870 -23.108 -23.113 -23.187 -23.919 -26.293
6.880 -23.104 -23.109 -23.182 -23.921 -26.306
6.890 -23.101 -23.105 -23.177 -23.923 -26.319
6.900 -23.097 -23.102 -23.173 -23.925 -26.332
6.910 -23.093 -23.098 -23.168 -23.926 -26.346
6.920 -23.090 -23.094 -23.163 -23.928 -26.359
6.930 -23.086 -23.090 -23.158 -23.930 -26.372
6.940 -23.082 -23.086 -23.153 -23.931 -26.385
6.950 -23.078 -23.082 -23.149 -23.933 -26.398
6.960 -23.075 -23.078 -23.144 -23.934 -26.411
6.970 -23.071 -23.074 -23.139 -23.935 -26.424
6.980 -23.067 -23.070 -23.134 -23.937 -26.437
6.990 -23.063 -23.066 -23.129 -23.938 -26.450
7.000 -23.059 -23.062 -23.124 -23.939 -26.463
7.010 -23.055 -23.058 -23.120 -23.940 -26.476
7.020 -23.051 -23.054 -23.115 -23.940 -26.489
7.030 -23.047 -23.050 -23.110 -23.941 -26.503
7.040 -23.043 -23.046 -23.105 -23.941 -26.516
7.050 -23.039 -23.042 -23.100 -23.941 -26.529
7.060 -23.035 -23.037 -23.095 -23.941 -26.542
7.070 -23.031 -23.033 -23.090 -23.941 -26.555
7.080 -23.026 -23.029 -23.086 -23.941 -26.568
7.090 -23.022 -23.024 -23.081 -23.941 -26.581
7.100 -23.018 -23.020 -23.076 -23.940 -26.595
7.110 -23.014 -23.016 -23.071 -23.940 -26.608
7.120 -23.009 -23.011 -23.066 -23.939 -26.621
7.130 -23.005 -23.007 -23.061 -23.938 -26.634
7.140 -23.001 -23.003 -23.056 -23.938 -26.647
7.150 -22.997 -22.998 -23.052 -23.937 -26.661
7.160 -22.992 -22.994 -23.047 -23.937 -26.674
7.170 -22.988 -22.990 -23.042 -23.937 -26.687
7.180 -22.984 -22.985 -23.037 -23.937 -26.700
7.190 -22.980 -22.981 -23.032 -23.937 -26.714
7.200 -22.975 -22.977 -23.027 -23.937 -26.727
7.210 -22.971 -22.972 -23.022 -23.937 -26.740
7.220 -22.967 -22.968 -23.017 -23.938 -26.754
7.230 -22.963 -22.964 -23.013 -23.939 -26.767
7.240 -22.958 -22.960 -23.008 -23.939 -26.780
7.250 -22.954 -22.955 -23.003 -23.940 -26.794
7.260 -22.950 -22.951 -22.998 -23.941 -26.807
7.270 -22.946 -22.947 -22.993 -23.943 -26.820
7.280 -22.942 -22.943 -22.988 -23.944 -26.834
7.290 -22.937 -22.938 -22.983 -23.946 -26.847
7.300 -22.933 -22.934 -22.979 -23.947 -26.861
7.310 -22.929 -22.930 -22.974 -23.949 -26.874
7.320 -22.925 -22.926 -22.969 -23.951 -26.888
7.330 -22.921 -22.921 -22.964 -23.953 -26.901
7.340 -22.916 -22.917 -22.959 -23.955 -26.915
7.350 -22.912 -22.913 -22.954 -23.957 -26.928
7.360 -22.908 -22.909 -22.949 -23.959 -26.941
7.370 -22.904 -22.905 -22.945 -23.961 -26.955
7.380 -22.900 -22.900 -22.940 -23.964 -26.968
7.390 -22.896 -22.896 -22.935 -23.966 -26.981
7.400 -22.891 -22.892 -22.930 -23.969 -26.995
7.410 -22.887 -22.888 -22.925 -23.971 -27.008
7.420 -22.883 -22.883 -22.920 -23.974 -27.021
7.430 -22.879 -22.879 -22.915 -23.977 -27.034
7.440 -22.875 -22.875 -22.911 -23.979 -27.047
7.450 -22.870 -22.871 -22.906 -23.982 -27.060
7.460 -22.866 -22.867 -22.901 -23.985 -27.073
7.470 -22.862 -22.862 -22.896 -23.988 -27.086
7.480 -22.858 -22.858 -22.891 -23.991 -27.099
7.490 -22.853 -22.854 -22.886 -23.994 -27.112
7.500 -22.849 -22.850 -22.882 -23.997 -27.124
7.510 -22.845 -22.845 -22.877 -24.000 -27.137
7.520 -22.841 -22.841 -22.872 -24.004 -27.150
7.530 -22.836 -22.837 -22.867 -24.007 -27.162
7.540 -22.832 -22.833 -22.862 -24.010 -27.174
7.550 -22.828 -22.828 -22.858 -24.013 -27.186
7.560 -22.824 -22.824 -22.853 -24.016 -27.198
7.570 -22.819 -22.820 -22.848 -24.020 -27.210
7.580 -22.815 -22.815 -22.843 -24.023 -27.222
7.590 -22.811 -22.811 -22.838 -24.026 -27.234
7.600 -22.807 -22.807 -22.834 -24.029 -27.246
7.610 -22.802 -22.803 -22.829 -24.032 -27.257
7.620 -22.798 -22.798 -22.824 -24.036 -27.269
7.630 -22.794 -22.794 -22.819 -24.039 -27.280
7.640 -22.789 -22.790 -22.815 -24.042 -27.291
7.650 -22.785 -22.785 -22.810 -24.045 -27.302
7.660 -22.781 -22.781 -22.805 -24.048 -27.313
7.670 -22.776 -22.777 -22.800 -24.051 -27.324
7.680 -22.772 -22.772 -22.796 -24.054 -27.335
7.690 -22.768 -22.768 -22.791 -24.057 -27.345
7.700 -22.763 -22.763 -22.786 -24.059 -27.356
7.710 -22.759 -22.759 -22.781 -24.062 -27.366
7.720 -22.755 -22.755 -22.777 -24.065 -27.376
7.730 -22.750 -22.750 -22.772 -24.067 -27.387
7.740 -22.746 -22.746 -22.767 -24.070 -27.397
7.750 -22.741 -22.742 -22.762 -24.072 -27.407
7.760 -22.737 -22.737 -22.758 -24.074 -27.417
7.770 -22.733 -22.733 -22.753 -24.076 -27.427
7.780 -22.728 -22.728 -22.748 -24.078 -27.437
7.790 -22.724 -22.724 -22.743 -24.080 -27.447
7.800 -22.719 -22.719 -22.739 -24.081 -27.457
7.810 -22.715 -22.715 -22.734 -24.083 -27.467
7.820 -22.710 -22.711 -22.729 -24.084 -27.477
7.830 -22.706 -22.706 -22.725 -24.085 -27.486
7.840 -22.702 -22.702 -22.720 -24.087 -27.496
7.850 -22.697 -22.697 -22.715 -24.088 -27.506
7.860 -22.693 -22.693 -22.711 -24.088 -27.516
7.870 -22.688 -22.688 -22.706 -24.089 -27.526
7.880 -22.684 -22.684 -22.701 -24.090 -27.536
7.890 -22.679 -22.679 -22.696 -24.090 -27.547
7.900 -22.675 -22.675 -22.692 -24.091 -27.557
7.910 -22.670 -22.670 -22.687 -24.091 -27.567
7.920 -22.666 -22.666 -22.682 -24.091 -27.577
7.930 -22.661 -22.661 -22.678 -24.091 -27.588
7.940 -22.657 -22.657 -22.673 -24.091 -27.599
7.950 -22.652 -22.652 -22.668 -24.091 -27.609
7.960 -22.648 -22.648 -22.664 -24.091 -27.620
7.970 -22.643 -22.643 -22.659 -24.091 -27.631
7.980 -22.639 -22.639 -22.655 -24.091 -27.642
7.990 -22.634 -22.634 -22.650 -24.091 -27.653
8.000 -22.630 -22.630 -22.645 -24.090 -27.665
