#
# CIE cooling function for Z=5 solar
#   ne=0.004 cm^-3
#   logT = 4.0 to 8.0
#   sun_photospheric_1998_grevesse abundances
# Calculated using CHIANTI and ChiantiPy
#
logT   Total    Cont   FFCont  FBCont  2PCont
4.970 -20.815 -22.748 -24.080 -23.637 -22.832
4.980 -20.810 -22.764 -24.074 -23.633 -22.852
4.990 -20.806 -22.780 -24.068 -23.630 -22.873
5.000 -20.804 -22.798 -24.062 -23.627 -22.897
5.010 -20.804 -22.817 -24.056 -23.624 -22.921
5.020 -20.805 -22.836 -24.051 -23.623 -22.946
5.030 -20.808 -22.855 -24.045 -23.621 -22.972
5.040 -20.811 -22.875 -24.039 -23.620 -22.999
5.050 -20.816 -22.895 -24.033 -23.620 -23.026
5.060 -20.821 -22.914 -24.027 -23.619 -23.054
5.070 -20.826 -22.934 -24.021 -23.619 -23.081
5.080 -20.830 -22.953 -24.016 -23.619 -23.109
5.090 -20.833 -22.972 -24.010 -23.620 -23.137
5.100 -20.835 -22.990 -24.004 -23.620 -23.165
5.110 -20.835 -23.009 -23.998 -23.621 -23.193
5.120 -20.834 -23.026 -23.993 -23.621 -23.221
5.130 -20.832 -23.043 -23.987 -23.622 -23.249
5.140 -20.828 -23.060 -23.981 -23.623 -23.277
5.150 -20.823 -23.076 -23.975 -23.624 -23.305
5.160 -20.818 -23.092 -23.970 -23.626 -23.332
5.170 -20.811 -23.107 -23.964 -23.627 -23.359
5.180 -20.805 -23.121 -23.958 -23.628 -23.386
5.190 -20.797 -23.135 -23.953 -23.630 -23.413
5.200 -20.790 -23.149 -23.947 -23.631 -23.440
5.210 -20.783 -23.162 -23.941 -23.633 -23.466
5.220 -20.776 -23.174 -23.936 -23.634 -23.493
5.230 -20.769 -23.186 -23.930 -23.636 -23.519
5.240 -20.763 -23.198 -23.925 -23.637 -23.545
5.250 -20.758 -23.208 -23.919 -23.639 -23.571
5.260 -20.752 -23.219 -23.914 -23.641 -23.596
5.270 -20.748 -23.229 -23.909 -23.643 -23.621
5.280 -20.744 -23.238 -23.903 -23.644 -23.647
5.290 -20.740 -23.248 -23.898 -23.646 -23.671
5.300 -20.737 -23.256 -23.893 -23.648 -23.696
5.310 -20.734 -23.265 -23.887 -23.650 -23.721
5.320 -20.731 -23.272 -23.882 -23.652 -23.745
5.330 -20.728 -23.280 -23.877 -23.654 -23.769
5.340 -20.726 -23.287 -23.872 -23.656 -23.793
5.350 -20.725 -23.294 -23.866 -23.658 -23.817
5.360 -20.724 -23.300 -23.861 -23.660 -23.840
5.370 -20.724 -23.306 -23.856 -23.662 -23.864
5.380 -20.726 -23.312 -23.851 -23.664 -23.887
5.390 -20.729 -23.318 -23.846 -23.666 -23.910
5.400 -20.734 -23.323 -23.841 -23.668 -23.933
5.410 -20.742 -23.328 -23.836 -23.670 -23.956
5.420 -20.752 -23.332 -23.831 -23.672 -23.978
5.430 -20.766 -23.337 -23.826 -23.674 -24.001
5.440 -20.783 -23.341 -23.822 -23.676 -24.023
5.450 -20.804 -23.345 -23.817 -23.678 -24.045
5.460 -20.828 -23.348 -23.812 -23.680 -24.067
5.470 -20.856 -23.351 -23.807 -23.682 -24.089
5.480 -20.886 -23.355 -23.802 -23.684 -24.110
5.490 -20.919 -23.358 -23.798 -23.687 -24.131
5.500 -20.953 -23.360 -23.793 -23.689 -24.152
5.510 -20.987 -23.363 -23.788 -23.691 -24.173
5.520 -21.022 -23.365 -23.784 -23.693 -24.194
5.530 -21.055 -23.368 -23.779 -23.696 -24.214
5.540 -21.087 -23.370 -23.774 -23.698 -24.234
5.550 -21.116 -23.372 -23.770 -23.701 -24.254
5.560 -21.143 -23.374 -23.765 -23.704 -24.273
5.570 -21.167 -23.375 -23.760 -23.706 -24.292
5.580 -21.189 -23.377 -23.756 -23.709 -24.310
5.590 -21.207 -23.378 -23.751 -23.712 -24.327
5.600 -21.223 -23.380 -23.747 -23.715 -24.344
5.610 -21.236 -23.381 -23.742 -23.718 -24.359
5.620 -21.247 -23.382 -23.738 -23.721 -24.374
5.630 -21.255 -23.383 -23.733 -23.725 -24.387
5.640 -21.263 -23.383 -23.729 -23.728 -24.399
5.650 -21.268 -23.384 -23.724 -23.731 -24.409
5.660 -21.273 -23.384 -23.720 -23.734 -24.418
5.670 -21.277 -23.384 -23.715 -23.738 -24.424
5.680 -21.281 -23.384 -23.711 -23.741 -24.428
5.690 -21.284 -23.383 -23.707 -23.744 -24.429
5.700 -21.288 -23.382 -23.702 -23.747 -24.428
5.710 -21.292 -23.381 -23.698 -23.751 -24.425
5.720 -21.296 -23.380 -23.693 -23.754 -24.418
5.730 -21.302 -23.378 -23.689 -23.758 -24.409
5.740 -21.308 -23.377 -23.685 -23.761 -24.397
5.750 -21.315 -23.375 -23.680 -23.764 -24.383
5.760 -21.323 -23.372 -23.676 -23.768 -24.367
5.770 -21.332 -23.369 -23.672 -23.771 -24.348
5.780 -21.341 -23.366 -23.667 -23.775 -24.328
5.790 -21.351 -23.363 -23.663 -23.778 -24.306
5.800 -21.360 -23.360 -23.659 -23.782 -24.284
5.810 -21.369 -23.356 -23.654 -23.785 -24.260
5.820 -21.378 -23.352 -23.650 -23.789 -24.236
5.830 -21.385 -23.348 -23.646 -23.792 -24.212
5.840 -21.392 -23.344 -23.642 -23.796 -24.187
5.850 -21.397 -23.339 -23.637 -23.800 -24.163
5.860 -21.401 -23.335 -23.633 -23.803 -24.139
5.870 -21.404 -23.330 -23.629 -23.807 -24.116
5.880 -21.406 -23.325 -23.625 -23.811 -24.093
5.890 -21.408 -23.320 -23.620 -23.814 -24.070
5.900 -21.408 -23.316 -23.616 -23.818 -24.048
5.910 -21.408 -23.311 -23.612 -23.822 -24.027
5.920 -21.407 -23.305 -23.608 -23.826 -24.006
5.930 -21.406 -23.300 -23.603 -23.829 -23.985
5.940 -21.405 -23.295 -23.599 -23.833 -23.966
5.950 -21.405 -23.290 -23.595 -23.837 -23.946
5.960 -21.404 -23.285 -23.591 -23.840 -23.928
5.970 -21.403 -23.279 -23.587 -23.844 -23.909
5.980 -21.403 -23.274 -23.582 -23.847 -23.892
5.990 -21.403 -23.269 -23.578 -23.851 -23.874
6.000 -21.404 -23.263 -23.574 -23.854 -23.858
6.010 -21.405 -23.258 -23.570 -23.857 -23.842
6.020 -21.407 -23.253 -23.566 -23.861 -23.827
6.030 -21.409 -23.247 -23.561 -23.864 -23.812
6.040 -21.411 -23.242 -23.557 -23.867 -23.798
6.050 -21.414 -23.237 -23.553 -23.870 -23.784
6.060 -21.417 -23.232 -23.549 -23.873 -23.771
6.070 -21.420 -23.227 -23.545 -23.876 -23.758
6.080 -21.423 -23.222 -23.540 -23.878 -23.746
6.090 -21.426 -23.217 -23.536 -23.881 -23.734
6.100 -21.429 -23.212 -23.532 -23.884 -23.721
6.110 -21.432 -23.206 -23.528 -23.887 -23.709
6.120 -21.435 -23.201 -23.524 -23.889 -23.697
6.130 -21.438 -23.195 -23.519 -23.892 -23.684
6.140 -21.442 -23.190 -23.515 -23.894 -23.671
6.150 -21.445 -23.184 -23.511 -23.896 -23.658
6.160 -21.449 -23.178 -23.507 -23.899 -23.645
6.170 -21.453 -23.172 -23.503 -23.901 -23.631
6.180 -21.458 -23.165 -23.498 -23.903 -23.617
6.190 -21.463 -23.159 -23.494 -23.905 -23.603
6.200 -21.468 -23.152 -23.490 -23.907 -23.589
6.210 -21.475 -23.145 -23.486 -23.909 -23.575
6.220 -21.482 -23.138 -23.482 -23.910 -23.561
6.230 -21.490 -23.131 -23.477 -23.911 -23.547
6.240 -21.499 -23.124 -23.473 -23.913 -23.533
6.250 -21.509 -23.117 -23.469 -23.914 -23.520
6.260 -21.521 -23.110 -23.465 -23.914 -23.507
6.270 -21.534 -23.103 -23.461 -23.915 -23.494
6.280 -21.548 -23.097 -23.456 -23.915 -23.482
6.290 -21.564 -23.090 -23.452 -23.916 -23.471
6.300 -21.581 -23.084 -23.448 -23.916 -23.461
6.310 -21.600 -23.078 -23.444 -23.915 -23.452
6.320 -21.619 -23.073 -23.439 -23.915 -23.443
6.330 -21.640 -23.068 -23.435 -23.914 -23.436
6.340 -21.661 -23.063 -23.431 -23.913 -23.430
6.350 -21.683 -23.059 -23.427 -23.912 -23.424
6.360 -21.706 -23.055 -23.422 -23.911 -23.421
6.370 -21.728 -23.052 -23.418 -23.909 -23.418
6.380 -21.751 -23.049 -23.414 -23.907 -23.417
6.390 -21.773 -23.047 -23.409 -23.906 -23.417
6.400 -21.796 -23.046 -23.405 -23.904 -23.419
6.410 -21.818 -23.045 -23.401 -23.902 -23.422
6.420 -21.839 -23.045 -23.396 -23.900 -23.426
6.430 -21.861 -23.045 -23.392 -23.898 -23.432
6.440 -21.881 -23.045 -23.387 -23.896 -23.438
6.450 -21.902 -23.046 -23.383 -23.895 -23.446
6.460 -21.922 -23.047 -23.378 -23.893 -23.455
6.470 -21.941 -23.049 -23.374 -23.892 -23.465
6.480 -21.959 -23.051 -23.370 -23.890 -23.476
6.490 -21.977 -23.053 -23.365 -23.889 -23.487
6.500 -21.994 -23.055 -23.361 -23.888 -23.499
6.510 -22.010 -23.057 -23.356 -23.888 -23.512
6.520 -22.025 -23.059 -23.352 -23.887 -23.525
6.530 -22.039 -23.061 -23.347 -23.887 -23.538
6.540 -22.052 -23.063 -23.343 -23.887 -23.551
6.550 -22.065 -23.066 -23.338 -23.887 -23.567
6.560 -22.076 -23.067 -23.334 -23.887 -23.580
6.570 -22.086 -23.069 -23.329 -23.887 -23.593
6.580 -22.094 -23.070 -23.324 -23.887 -23.606
6.590 -22.102 -23.071 -23.320 -23.888 -23.618
6.600 -22.108 -23.072 -23.315 -23.888 -23.630
6.610 -22.114 -23.072 -23.311 -23.889 -23.642
6.620 -22.119 -23.073 -23.306 -23.890 -23.653
6.630 -22.123 -23.073 -23.301 -23.891 -23.664
6.640 -22.126 -23.073 -23.297 -23.892 -23.674
6.650 -22.129 -23.073 -23.292 -23.892 -23.684
6.660 -22.130 -23.073 -23.288 -23.893 -23.694
6.670 -22.132 -23.072 -23.283 -23.894 -23.703
6.680 -22.132 -23.072 -23.278 -23.896 -23.712
6.690 -22.132 -23.071 -23.274 -23.897 -23.721
6.700 -22.132 -23.070 -23.269 -23.898 -23.730
6.710 -22.131 -23.069 -23.264 -23.899 -23.738
6.720 -22.130 -23.068 -23.260 -23.900 -23.747
6.730 -22.129 -23.067 -23.255 -23.902 -23.755
6.740 -22.127 -23.066 -23.250 -23.903 -23.763
6.750 -22.125 -23.064 -23.246 -23.904 -23.771
6.760 -22.124 -23.063 -23.241 -23.906 -23.779
6.770 -22.121 -23.062 -23.236 -23.907 -23.787
6.780 -22.119 -23.060 -23.231 -23.909 -23.795
6.790 -22.116 -23.058 -23.227 -23.910 -23.802
6.800 -22.114 -23.057 -23.222 -23.912 -23.810
6.810 -22.111 -23.055 -23.217 -23.914 -23.817
6.820 -22.109 -23.053 -23.212 -23.916 -23.825
6.830 -22.106 -23.052 -23.208 -23.917 -23.832
6.840 -22.104 -23.050 -23.203 -23.919 -23.839
6.850 -22.102 -23.048 -23.198 -23.921 -23.847
6.860 -22.100 -23.046 -23.193 -23.923 -23.854
6.870 -22.099 -23.044 -23.189 -23.925 -23.861
6.880 -22.097 -23.041 -23.184 -23.926 -23.868
6.890 -22.097 -23.039 -23.179 -23.928 -23.875
6.900 -22.096 -23.037 -23.174 -23.930 -23.882
6.910 -22.097 -23.035 -23.169 -23.932 -23.891
6.920 -22.097 -23.033 -23.165 -23.933 -23.898
6.930 -22.098 -23.030 -23.160 -23.935 -23.904
6.940 -22.099 -23.028 -23.155 -23.937 -23.911
6.950 -22.101 -23.025 -23.150 -23.938 -23.918
6.960 -22.104 -23.023 -23.145 -23.940 -23.925
6.970 -22.107 -23.020 -23.141 -23.941 -23.931
6.980 -22.111 -23.017 -23.136 -23.943 -23.938
6.990 -22.116 -23.014 -23.131 -23.944 -23.945
7.000 -22.121 -23.012 -23.126 -23.945 -23.951
7.010 -22.127 -23.009 -23.121 -23.946 -23.958
7.020 -22.134 -23.006 -23.116 -23.947 -23.965
7.030 -22.142 -23.003 -23.112 -23.947 -23.971
7.040 -22.151 -23.000 -23.107 -23.948 -23.978
7.050 -22.161 -22.997 -23.102 -23.948 -23.988
7.060 -22.172 -22.994 -23.097 -23.948 -23.995
7.070 -22.183 -22.991 -23.092 -23.948 -24.003
7.080 -22.195 -22.988 -23.087 -23.948 -24.010
7.090 -22.209 -22.985 -23.082 -23.947 -24.017
7.100 -22.223 -22.981 -23.078 -23.947 -24.025
7.110 -22.238 -22.978 -23.073 -23.946 -24.033
7.120 -22.253 -22.975 -23.068 -23.946 -24.041
7.130 -22.270 -22.972 -23.063 -23.945 -24.049
7.140 -22.286 -22.968 -23.058 -23.945 -24.057
7.150 -22.304 -22.965 -23.053 -23.945 -24.066
7.160 -22.321 -22.962 -23.048 -23.945 -24.074
7.170 -22.338 -22.958 -23.044 -23.944 -24.083
7.180 -22.356 -22.955 -23.039 -23.945 -24.092
7.190 -22.373 -22.952 -23.034 -23.945 -24.102
7.200 -22.390 -22.948 -23.029 -23.945 -24.111
7.210 -22.407 -22.945 -23.024 -23.946 -24.121
7.220 -22.423 -22.942 -23.019 -23.946 -24.131
7.230 -22.439 -22.938 -23.014 -23.947 -24.141
7.240 -22.454 -22.935 -23.009 -23.948 -24.151
7.250 -22.468 -22.932 -23.005 -23.950 -24.161
7.260 -22.482 -22.928 -23.000 -23.951 -24.172
7.270 -22.495 -22.925 -22.995 -23.952 -24.182
7.280 -22.508 -22.921 -22.990 -23.954 -24.193
7.290 -22.519 -22.918 -22.985 -23.956 -24.204
7.300 -22.531 -22.914 -22.980 -23.958 -24.215
7.310 -22.541 -22.911 -22.975 -23.960 -24.226
7.320 -22.551 -22.908 -22.971 -23.962 -24.237
7.330 -22.561 -22.904 -22.966 -23.964 -24.248
7.340 -22.569 -22.900 -22.961 -23.966 -24.259
7.350 -22.578 -22.897 -22.956 -23.969 -24.270
7.360 -22.585 -22.893 -22.951 -23.971 -24.281
7.370 -22.592 -22.890 -22.946 -23.974 -24.292
7.380 -22.599 -22.886 -22.941 -23.976 -24.303
7.390 -22.605 -22.882 -22.937 -23.979 -24.313
7.400 -22.611 -22.879 -22.932 -23.982 -24.324
7.410 -22.616 -22.875 -22.927 -23.985 -24.334
7.420 -22.621 -22.871 -22.922 -23.988 -24.343
7.430 -22.625 -22.868 -22.917 -23.991 -24.353
7.440 -22.629 -22.864 -22.912 -23.994 -24.362
7.450 -22.633 -22.860 -22.908 -23.997 -24.371
7.460 -22.636 -22.856 -22.903 -24.000 -24.379
7.470 -22.639 -22.852 -22.898 -24.003 -24.387
7.480 -22.641 -22.848 -22.893 -24.007 -24.395
7.490 -22.643 -22.844 -22.888 -24.010 -24.402
7.500 -22.645 -22.840 -22.883 -24.014 -24.409
7.510 -22.647 -22.837 -22.879 -24.017 -24.415
7.520 -22.648 -22.833 -22.874 -24.021 -24.421
7.530 -22.649 -22.829 -22.869 -24.024 -24.427
7.540 -22.650 -22.824 -22.864 -24.028 -24.431
7.550 -22.650 -22.820 -22.859 -24.031 -24.436
7.560 -22.650 -22.816 -22.855 -24.035 -24.440
7.570 -22.650 -22.812 -22.850 -24.038 -24.444
7.580 -22.650 -22.808 -22.845 -24.042 -24.447
7.590 -22.650 -22.804 -22.840 -24.046 -24.450
7.600 -22.649 -22.800 -22.835 -24.049 -24.452
7.610 -22.649 -22.796 -22.831 -24.053 -24.454
7.620 -22.648 -22.792 -22.826 -24.056 -24.456
7.630 -22.647 -22.787 -22.821 -24.060 -24.457
7.640 -22.646 -22.783 -22.816 -24.063 -24.458
7.650 -22.644 -22.779 -22.812 -24.067 -24.459
7.660 -22.643 -22.775 -22.807 -24.070 -24.460
7.670 -22.641 -22.770 -22.802 -24.073 -24.460
7.680 -22.640 -22.766 -22.797 -24.077 -24.461
7.690 -22.638 -22.762 -22.793 -24.080 -24.461
7.700 -22.636 -22.758 -22.788 -24.083 -24.461
7.710 -22.634 -22.753 -22.783 -24.086 -24.461
7.720 -22.632 -22.749 -22.778 -24.089 -24.461
7.730 -22.630 -22.745 -22.774 -24.091 -24.461
7.740 -22.628 -22.740 -22.769 -24.094 -24.462
7.750 -22.626 -22.736 -22.764 -24.097 -24.462
7.760 -22.623 -22.732 -22.759 -24.099 -24.462
7.770 -22.621 -22.727 -22.755 -24.101 -24.462
7.780 -22.619 -22.723 -22.750 -24.103 -24.463
7.790 -22.616 -22.719 -22.745 -24.105 -24.464
7.800 -22.614 -22.714 -22.741 -24.107 -24.465
7.810 -22.611 -22.710 -22.736 -24.109 -24.466
7.820 -22.609 -22.706 -22.731 -24.111 -24.467
7.830 -22.607 -22.701 -22.726 -24.112 -24.469
7.840 -22.604 -22.697 -22.722 -24.113 -24.471
7.850 -22.602 -22.693 -22.717 -24.114 -24.473
7.860 -22.599 -22.688 -22.712 -24.115 -24.476
7.870 -22.597 -22.684 -22.708 -24.116 -24.479
7.880 -22.594 -22.680 -22.703 -24.117 -24.482
7.890 -22.592 -22.675 -22.698 -24.117 -24.486
7.900 -22.589 -22.671 -22.694 -24.118 -24.490
7.910 -22.587 -22.667 -22.689 -24.118 -24.494
7.920 -22.584 -22.662 -22.684 -24.119 -24.499
7.930 -22.582 -22.658 -22.680 -24.119 -24.504
7.940 -22.579 -22.653 -22.675 -24.119 -24.510
7.950 -22.577 -22.649 -22.670 -24.119 -24.515
7.960 -22.574 -22.645 -22.666 -24.119 -24.522
7.970 -22.572 -22.640 -22.661 -24.119 -24.528
7.980 -22.569 -22.636 -22.656 -24.119 -24.535
7.990 -22.567 -22.632 -22.652 -24.119 -24.543
8.000 -22.564 -22.627 -22.647 -24.119 -24.550
