#
# CIE cooling function for Z=0.1 solar
#   ne=0.004 cm^-3
#   logT = 4.0 to 8.0
#   sun_photospheric_1998_grevesse abundances
# Calculated using CHIANTI and ChiantiPy
#
logT   Total    Cont   FFCont  FBCont  2PCont
5.530 -22.439 -23.368 -23.778 -23.696 -24.217
5.540 -22.465 -23.370 -23.773 -23.698 -24.238
5.550 -22.489 -23.372 -23.768 -23.701 -24.258
5.560 -22.511 -23.374 -23.764 -23.704 -24.279
5.570 -22.531 -23.376 -23.759 -23.706 -24.299
5.580 -22.548 -23.378 -23.755 -23.709 -24.320
5.590 -22.563 -23.379 -23.750 -23.712 -24.340
5.600 -22.576 -23.381 -23.746 -23.715 -24.360
5.610 -22.587 -23.382 -23.741 -23.718 -24.380
5.620 -22.597 -23.384 -23.737 -23.721 -24.399
5.630 -22.605 -23.385 -23.732 -23.724 -24.419
5.640 -22.612 -23.386 -23.728 -23.728 -24.438
5.650 -22.617 -23.387 -23.723 -23.731 -24.457
5.660 -22.622 -23.388 -23.719 -23.734 -24.476
5.670 -22.627 -23.389 -23.714 -23.737 -24.495
5.680 -22.631 -23.390 -23.710 -23.741 -24.514
5.690 -22.634 -23.391 -23.705 -23.744 -24.532
5.700 -22.638 -23.391 -23.701 -23.747 -24.551
5.710 -22.642 -23.392 -23.697 -23.751 -24.569
5.720 -22.647 -23.392 -23.692 -23.754 -24.586
5.730 -22.651 -23.393 -23.688 -23.757 -24.604
5.740 -22.657 -23.393 -23.683 -23.761 -24.621
5.750 -22.663 -23.393 -23.679 -23.764 -24.637
5.760 -22.670 -23.393 -23.675 -23.768 -24.654
5.770 -22.677 -23.393 -23.670 -23.771 -24.670
5.780 -22.685 -23.393 -23.666 -23.774 -24.685
5.790 -22.693 -23.393 -23.662 -23.778 -24.700
5.800 -22.701 -23.393 -23.657 -23.781 -24.715
5.810 -22.708 -23.393 -23.653 -23.785 -24.729
5.820 -22.715 -23.392 -23.649 -23.788 -24.743
5.830 -22.722 -23.392 -23.645 -23.792 -24.756
5.840 -22.727 -23.391 -23.640 -23.796 -24.769
5.850 -22.732 -23.391 -23.636 -23.799 -24.781
5.860 -22.737 -23.390 -23.632 -23.803 -24.793
5.870 -22.740 -23.390 -23.627 -23.807 -24.804
5.880 -22.742 -23.389 -23.623 -23.810 -24.815
5.890 -22.744 -23.388 -23.619 -23.814 -24.825
5.900 -22.746 -23.388 -23.615 -23.818 -24.835
5.910 -22.746 -23.387 -23.610 -23.821 -24.844
5.920 -22.747 -23.386 -23.606 -23.825 -24.853
5.930 -22.747 -23.385 -23.602 -23.829 -24.861
5.940 -22.747 -23.384 -23.598 -23.833 -24.869
5.950 -22.747 -23.383 -23.594 -23.836 -24.876
5.960 -22.747 -23.382 -23.589 -23.840 -24.883
5.970 -22.747 -23.381 -23.585 -23.843 -24.889
5.980 -22.748 -23.379 -23.581 -23.847 -24.895
5.990 -22.748 -23.378 -23.577 -23.850 -24.900
6.000 -22.749 -23.377 -23.572 -23.854 -24.905
6.010 -22.750 -23.375 -23.568 -23.857 -24.909
6.020 -22.751 -23.374 -23.564 -23.860 -24.914
6.030 -22.753 -23.372 -23.560 -23.863 -24.917
6.040 -22.754 -23.370 -23.556 -23.866 -24.921
6.050 -22.756 -23.369 -23.551 -23.869 -24.924
6.060 -22.758 -23.367 -23.547 -23.872 -24.927
6.070 -22.760 -23.365 -23.543 -23.875 -24.930
6.080 -22.762 -23.363 -23.539 -23.878 -24.932
6.090 -22.765 -23.361 -23.535 -23.881 -24.934
6.100 -22.767 -23.359 -23.530 -23.883 -24.935
6.110 -22.769 -23.357 -23.526 -23.886 -24.936
6.120 -22.771 -23.355 -23.522 -23.888 -24.936
6.130 -22.773 -23.353 -23.518 -23.891 -24.936
6.140 -22.775 -23.351 -23.514 -23.893 -24.935
6.150 -22.777 -23.349 -23.509 -23.896 -24.934
6.160 -22.780 -23.346 -23.505 -23.898 -24.931
6.170 -22.782 -23.344 -23.501 -23.900 -24.929
6.180 -22.785 -23.341 -23.497 -23.902 -24.925
6.190 -22.788 -23.339 -23.493 -23.904 -24.921
6.200 -22.792 -23.336 -23.488 -23.906 -24.917
6.210 -22.796 -23.334 -23.484 -23.907 -24.912
6.220 -22.800 -23.331 -23.480 -23.909 -24.907
6.230 -22.805 -23.328 -23.476 -23.910 -24.901
6.240 -22.811 -23.325 -23.472 -23.912 -24.895
6.250 -22.817 -23.322 -23.467 -23.913 -24.889
6.260 -22.824 -23.319 -23.463 -23.913 -24.883
6.270 -22.832 -23.316 -23.459 -23.914 -24.877
6.280 -22.840 -23.313 -23.455 -23.914 -24.872
6.290 -22.849 -23.310 -23.451 -23.915 -24.866
6.300 -22.859 -23.307 -23.446 -23.914 -24.861
6.310 -22.870 -23.304 -23.442 -23.914 -24.857
6.320 -22.880 -23.300 -23.438 -23.914 -24.853
6.330 -22.891 -23.297 -23.434 -23.913 -24.849
6.340 -22.903 -23.293 -23.429 -23.912 -24.847
6.350 -22.914 -23.290 -23.425 -23.911 -24.845
6.360 -22.925 -23.286 -23.421 -23.909 -24.844
6.370 -22.936 -23.283 -23.416 -23.908 -24.844
6.380 -22.946 -23.279 -23.412 -23.906 -24.845
6.390 -22.956 -23.276 -23.408 -23.904 -24.848
6.400 -22.966 -23.272 -23.403 -23.903 -24.851
6.410 -22.975 -23.269 -23.399 -23.901 -24.856
6.420 -22.983 -23.265 -23.395 -23.899 -24.861
6.430 -22.992 -23.262 -23.390 -23.897 -24.868
6.440 -22.999 -23.258 -23.386 -23.895 -24.876
6.450 -23.006 -23.255 -23.381 -23.893 -24.885
6.460 -23.013 -23.251 -23.377 -23.892 -24.894
6.470 -23.019 -23.248 -23.372 -23.890 -24.905
6.480 -23.025 -23.244 -23.368 -23.889 -24.916
6.490 -23.030 -23.241 -23.364 -23.888 -24.928
6.500 -23.035 -23.237 -23.359 -23.887 -24.940
6.510 -23.039 -23.234 -23.355 -23.886 -24.953
6.520 -23.042 -23.231 -23.350 -23.885 -24.966
6.530 -23.045 -23.228 -23.346 -23.885 -24.979
6.540 -23.048 -23.224 -23.341 -23.885 -24.992
6.550 -23.050 -23.221 -23.336 -23.884 -25.008
6.560 -23.052 -23.218 -23.332 -23.885 -25.021
6.570 -23.053 -23.215 -23.327 -23.885 -25.034
6.580 -23.054 -23.211 -23.323 -23.885 -25.046
6.590 -23.054 -23.208 -23.318 -23.885 -25.059
6.600 -23.054 -23.205 -23.314 -23.886 -25.071
6.610 -23.054 -23.201 -23.309 -23.886 -25.083
6.620 -23.053 -23.198 -23.304 -23.887 -25.094
6.630 -23.052 -23.195 -23.300 -23.888 -25.105
6.640 -23.051 -23.191 -23.295 -23.889 -25.116
6.650 -23.050 -23.188 -23.291 -23.889 -25.126
6.660 -23.048 -23.185 -23.286 -23.890 -25.136
6.670 -23.047 -23.181 -23.281 -23.891 -25.146
6.680 -23.045 -23.178 -23.277 -23.892 -25.156
6.690 -23.043 -23.174 -23.272 -23.893 -25.165
6.700 -23.041 -23.171 -23.267 -23.894 -25.174
6.710 -23.038 -23.167 -23.263 -23.895 -25.183
6.720 -23.036 -23.164 -23.258 -23.896 -25.191
6.730 -23.033 -23.160 -23.253 -23.898 -25.200
6.740 -23.031 -23.157 -23.249 -23.899 -25.208
6.750 -23.028 -23.153 -23.244 -23.900 -25.217
6.760 -23.025 -23.150 -23.239 -23.901 -25.225
6.770 -23.022 -23.146 -23.234 -23.903 -25.233
6.780 -23.019 -23.143 -23.230 -23.904 -25.241
6.790 -23.016 -23.139 -23.225 -23.906 -25.249
6.800 -23.013 -23.136 -23.220 -23.907 -25.257
6.810 -23.010 -23.132 -23.215 -23.909 -25.265
6.820 -23.007 -23.129 -23.211 -23.911 -25.273
6.830 -23.004 -23.125 -23.206 -23.912 -25.280
6.840 -23.001 -23.121 -23.201 -23.914 -25.288
6.850 -22.998 -23.118 -23.196 -23.916 -25.295
6.860 -22.995 -23.114 -23.192 -23.918 -25.303
6.870 -22.992 -23.110 -23.187 -23.919 -25.310
6.880 -22.989 -23.107 -23.182 -23.921 -25.318
6.890 -22.986 -23.103 -23.177 -23.923 -25.325
6.900 -22.984 -23.099 -23.173 -23.925 -25.332
6.910 -22.981 -23.095 -23.168 -23.926 -25.341
6.920 -22.978 -23.092 -23.163 -23.928 -25.348
6.930 -22.976 -23.088 -23.158 -23.930 -25.355
6.940 -22.973 -23.084 -23.153 -23.931 -25.362
6.950 -22.971 -23.080 -23.149 -23.933 -25.369
6.960 -22.969 -23.076 -23.144 -23.934 -25.376
6.970 -22.967 -23.072 -23.139 -23.935 -25.383
6.980 -22.965 -23.068 -23.134 -23.937 -25.390
6.990 -22.963 -23.064 -23.129 -23.938 -25.397
7.000 -22.961 -23.060 -23.124 -23.939 -25.404
7.010 -22.959 -23.056 -23.120 -23.940 -25.411
7.020 -22.958 -23.052 -23.115 -23.940 -25.418
7.030 -22.956 -23.048 -23.110 -23.941 -25.425
7.040 -22.955 -23.044 -23.105 -23.941 -25.432
7.050 -22.954 -23.040 -23.100 -23.941 -25.442
7.060 -22.953 -23.036 -23.095 -23.941 -25.449
7.070 -22.952 -23.032 -23.090 -23.941 -25.457
7.080 -22.950 -23.027 -23.086 -23.941 -25.464
7.090 -22.949 -23.023 -23.081 -23.941 -25.472
7.100 -22.948 -23.019 -23.076 -23.940 -25.480
7.110 -22.947 -23.014 -23.071 -23.940 -25.488
7.120 -22.947 -23.010 -23.066 -23.939 -25.496
7.130 -22.945 -23.006 -23.061 -23.938 -25.504
7.140 -22.944 -23.001 -23.056 -23.938 -25.512
7.150 -22.943 -22.997 -23.052 -23.937 -25.521
7.160 -22.942 -22.993 -23.047 -23.937 -25.529
7.170 -22.941 -22.989 -23.042 -23.937 -25.538
7.180 -22.939 -22.984 -23.037 -23.937 -25.547
7.190 -22.937 -22.980 -23.032 -23.937 -25.556
7.200 -22.936 -22.976 -23.027 -23.937 -25.566
7.210 -22.934 -22.971 -23.022 -23.937 -25.575
7.220 -22.932 -22.967 -23.017 -23.938 -25.584
7.230 -22.930 -22.963 -23.013 -23.939 -25.594
7.240 -22.927 -22.959 -23.008 -23.939 -25.604
7.250 -22.925 -22.954 -23.003 -23.940 -25.614
7.260 -22.922 -22.950 -22.998 -23.941 -25.624
7.270 -22.920 -22.946 -22.993 -23.943 -25.634
7.280 -22.917 -22.942 -22.988 -23.944 -25.644
7.290 -22.914 -22.938 -22.983 -23.946 -25.654
7.300 -22.911 -22.933 -22.979 -23.947 -25.665
7.310 -22.908 -22.929 -22.974 -23.949 -25.675
7.320 -22.905 -22.925 -22.969 -23.951 -25.685
7.330 -22.902 -22.921 -22.964 -23.953 -25.695
7.340 -22.898 -22.917 -22.959 -23.955 -25.706
7.350 -22.895 -22.912 -22.954 -23.957 -25.716
7.360 -22.892 -22.908 -22.949 -23.959 -25.726
7.370 -22.888 -22.904 -22.945 -23.961 -25.736
7.380 -22.885 -22.900 -22.940 -23.964 -25.745
7.390 -22.881 -22.896 -22.935 -23.966 -25.755
7.400 -22.878 -22.891 -22.930 -23.969 -25.765
7.410 -22.874 -22.887 -22.925 -23.971 -25.774
7.420 -22.870 -22.883 -22.920 -23.974 -25.783
7.430 -22.867 -22.879 -22.915 -23.977 -25.791
7.440 -22.863 -22.875 -22.911 -23.979 -25.800
7.450 -22.859 -22.870 -22.906 -23.982 -25.808
7.460 -22.855 -22.866 -22.901 -23.985 -25.816
7.470 -22.852 -22.862 -22.896 -23.988 -25.823
7.480 -22.848 -22.858 -22.891 -23.991 -25.831
7.490 -22.844 -22.853 -22.886 -23.994 -25.837
7.500 -22.840 -22.849 -22.882 -23.997 -25.844
7.510 -22.836 -22.845 -22.877 -24.000 -25.850
7.520 -22.832 -22.841 -22.872 -24.004 -25.856
7.530 -22.828 -22.836 -22.867 -24.007 -25.861
7.540 -22.824 -22.832 -22.862 -24.010 -25.866
7.550 -22.820 -22.828 -22.858 -24.013 -25.871
7.560 -22.816 -22.824 -22.853 -24.016 -25.875
7.570 -22.812 -22.819 -22.848 -24.020 -25.879
7.580 -22.808 -22.815 -22.843 -24.023 -25.883
7.590 -22.804 -22.811 -22.838 -24.026 -25.886
7.600 -22.800 -22.806 -22.834 -24.029 -25.889
7.610 -22.796 -22.802 -22.829 -24.032 -25.892
7.620 -22.792 -22.798 -22.824 -24.036 -25.894
7.630 -22.787 -22.794 -22.819 -24.039 -25.896
7.640 -22.783 -22.789 -22.815 -24.042 -25.898
7.650 -22.779 -22.785 -22.810 -24.045 -25.900
7.660 -22.775 -22.781 -22.805 -24.048 -25.901
7.670 -22.771 -22.776 -22.800 -24.051 -25.903
7.680 -22.767 -22.772 -22.796 -24.054 -25.904
7.690 -22.762 -22.768 -22.791 -24.057 -25.905
7.700 -22.758 -22.763 -22.786 -24.059 -25.906
7.710 -22.754 -22.759 -22.781 -24.062 -25.907
7.720 -22.750 -22.754 -22.777 -24.065 -25.908
7.730 -22.745 -22.750 -22.772 -24.067 -25.909
7.740 -22.741 -22.746 -22.767 -24.070 -25.910
7.750 -22.737 -22.741 -22.762 -24.072 -25.911
7.760 -22.732 -22.737 -22.758 -24.074 -25.912
7.770 -22.728 -22.732 -22.753 -24.076 -25.913
7.780 -22.724 -22.728 -22.748 -24.078 -25.914
7.790 -22.719 -22.724 -22.743 -24.080 -25.916
7.800 -22.715 -22.719 -22.739 -24.081 -25.918
7.810 -22.711 -22.715 -22.734 -24.083 -25.919
7.820 -22.706 -22.710 -22.729 -24.084 -25.921
7.830 -22.702 -22.706 -22.725 -24.085 -25.924
7.840 -22.698 -22.701 -22.720 -24.087 -25.926
7.850 -22.693 -22.697 -22.715 -24.088 -25.929
7.860 -22.689 -22.692 -22.711 -24.088 -25.932
7.870 -22.685 -22.688 -22.706 -24.089 -25.935
7.880 -22.680 -22.684 -22.701 -24.090 -25.939
7.890 -22.676 -22.679 -22.696 -24.090 -25.943
7.900 -22.671 -22.675 -22.692 -24.091 -25.947
7.910 -22.667 -22.670 -22.687 -24.091 -25.952
7.920 -22.663 -22.666 -22.682 -24.091 -25.957
7.930 -22.658 -22.661 -22.678 -24.091 -25.962
7.940 -22.654 -22.657 -22.673 -24.091 -25.968
7.950 -22.649 -22.652 -22.668 -24.091 -25.974
7.960 -22.645 -22.648 -22.664 -24.091 -25.980
7.970 -22.641 -22.643 -22.659 -24.091 -25.987
7.980 -22.636 -22.639 -22.655 -24.091 -25.994
7.990 -22.632 -22.634 -22.650 -24.091 -26.001
8.000 -22.627 -22.630 -22.645 -24.090 -26.009
