#
# CIE cooling function for Z=0.005 solar
#   ne=0.004 cm^-3
#   logT = 4.0 to 8.0
#   sun_photospheric_1998_grevesse abundances
# Calculated using CHIANTI and ChiantiPy
#
logT   Total    Cont   FFCont  FBCont  2PCont
5.550 -23.058 -23.372 -23.768 -23.701 -24.259
5.560 -23.069 -23.374 -23.764 -23.704 -24.279
5.570 -23.079 -23.376 -23.759 -23.706 -24.300
5.580 -23.088 -23.378 -23.755 -23.709 -24.320
5.590 -23.097 -23.379 -23.750 -23.712 -24.340
5.600 -23.106 -23.381 -23.746 -23.715 -24.360
5.610 -23.114 -23.382 -23.741 -23.718 -24.380
5.620 -23.122 -23.384 -23.737 -23.721 -24.400
5.630 -23.129 -23.385 -23.732 -23.724 -24.420
5.640 -23.136 -23.386 -23.728 -23.728 -24.439
5.650 -23.143 -23.387 -23.723 -23.731 -24.459
5.660 -23.150 -23.388 -23.719 -23.734 -24.478
5.670 -23.156 -23.389 -23.714 -23.737 -24.498
5.680 -23.162 -23.390 -23.710 -23.741 -24.517
5.690 -23.168 -23.391 -23.705 -23.744 -24.536
5.700 -23.173 -23.392 -23.701 -23.747 -24.555
5.710 -23.179 -23.392 -23.697 -23.751 -24.574
5.720 -23.184 -23.393 -23.692 -23.754 -24.593
5.730 -23.190 -23.393 -23.688 -23.757 -24.611
5.740 -23.195 -23.393 -23.683 -23.761 -24.630
5.750 -23.200 -23.394 -23.679 -23.764 -24.648
5.760 -23.205 -23.394 -23.675 -23.768 -24.667
5.770 -23.210 -23.394 -23.670 -23.771 -24.685
5.780 -23.214 -23.394 -23.666 -23.774 -24.703
5.790 -23.219 -23.394 -23.662 -23.778 -24.721
5.800 -23.223 -23.394 -23.657 -23.781 -24.739
5.810 -23.228 -23.394 -23.653 -23.785 -24.757
5.820 -23.232 -23.394 -23.649 -23.788 -24.774
5.830 -23.235 -23.393 -23.645 -23.792 -24.792
5.840 -23.239 -23.393 -23.640 -23.796 -24.809
5.850 -23.243 -23.393 -23.636 -23.799 -24.827
5.860 -23.246 -23.392 -23.632 -23.803 -24.844
5.870 -23.249 -23.392 -23.627 -23.807 -24.861
5.880 -23.252 -23.391 -23.623 -23.810 -24.878
5.890 -23.254 -23.391 -23.619 -23.814 -24.895
5.900 -23.257 -23.390 -23.615 -23.818 -24.911
5.910 -23.259 -23.390 -23.610 -23.821 -24.928
5.920 -23.261 -23.389 -23.606 -23.825 -24.945
5.930 -23.263 -23.388 -23.602 -23.829 -24.961
5.940 -23.265 -23.387 -23.598 -23.833 -24.977
5.950 -23.266 -23.386 -23.594 -23.836 -24.993
5.960 -23.268 -23.385 -23.589 -23.840 -25.010
5.970 -23.269 -23.384 -23.585 -23.843 -25.025
5.980 -23.271 -23.383 -23.581 -23.847 -25.041
5.990 -23.272 -23.382 -23.577 -23.850 -25.057
6.000 -23.273 -23.381 -23.572 -23.854 -25.073
6.010 -23.274 -23.379 -23.568 -23.857 -25.088
6.020 -23.275 -23.378 -23.564 -23.860 -25.104
6.030 -23.276 -23.377 -23.560 -23.863 -25.119
6.040 -23.276 -23.375 -23.556 -23.866 -25.134
6.050 -23.277 -23.374 -23.551 -23.869 -25.149
6.060 -23.278 -23.372 -23.547 -23.872 -25.164
6.070 -23.278 -23.370 -23.543 -23.875 -25.179
6.080 -23.278 -23.369 -23.539 -23.878 -25.194
6.090 -23.279 -23.367 -23.535 -23.881 -25.209
6.100 -23.279 -23.365 -23.530 -23.883 -25.223
6.110 -23.279 -23.363 -23.526 -23.886 -25.238
6.120 -23.279 -23.361 -23.522 -23.888 -25.252
6.130 -23.279 -23.359 -23.518 -23.891 -25.266
6.140 -23.278 -23.357 -23.514 -23.893 -25.280
6.150 -23.278 -23.355 -23.509 -23.896 -25.294
6.160 -23.278 -23.353 -23.505 -23.898 -25.308
6.170 -23.277 -23.351 -23.501 -23.900 -25.322
6.180 -23.277 -23.348 -23.497 -23.902 -25.335
6.190 -23.276 -23.346 -23.493 -23.904 -25.349
6.200 -23.276 -23.344 -23.488 -23.906 -25.362
6.210 -23.275 -23.341 -23.484 -23.907 -25.375
6.220 -23.274 -23.339 -23.480 -23.909 -25.388
6.230 -23.274 -23.336 -23.476 -23.910 -25.401
6.240 -23.273 -23.333 -23.472 -23.912 -25.413
6.250 -23.272 -23.331 -23.467 -23.913 -25.426
6.260 -23.271 -23.328 -23.463 -23.913 -25.438
6.270 -23.270 -23.325 -23.459 -23.914 -25.450
6.280 -23.269 -23.322 -23.455 -23.914 -25.462
6.290 -23.268 -23.319 -23.451 -23.915 -25.474
6.300 -23.267 -23.316 -23.446 -23.914 -25.486
6.310 -23.266 -23.313 -23.442 -23.914 -25.498
6.320 -23.264 -23.310 -23.438 -23.914 -25.510
6.330 -23.263 -23.307 -23.434 -23.913 -25.522
6.340 -23.261 -23.303 -23.429 -23.912 -25.534
6.350 -23.260 -23.300 -23.425 -23.911 -25.546
6.360 -23.258 -23.296 -23.421 -23.909 -25.557
6.370 -23.256 -23.293 -23.416 -23.908 -25.569
6.380 -23.254 -23.289 -23.412 -23.906 -25.581
6.390 -23.252 -23.285 -23.408 -23.904 -25.594
6.400 -23.250 -23.282 -23.403 -23.903 -25.606
6.410 -23.248 -23.278 -23.399 -23.901 -25.618
6.420 -23.245 -23.274 -23.395 -23.899 -25.631
6.430 -23.243 -23.271 -23.390 -23.897 -25.644
6.440 -23.240 -23.267 -23.386 -23.895 -25.657
6.450 -23.238 -23.263 -23.381 -23.893 -25.670
6.460 -23.235 -23.259 -23.377 -23.892 -25.683
6.470 -23.232 -23.256 -23.372 -23.890 -25.697
6.480 -23.230 -23.252 -23.368 -23.889 -25.710
6.490 -23.227 -23.248 -23.364 -23.888 -25.724
6.500 -23.224 -23.245 -23.359 -23.887 -25.737
6.510 -23.221 -23.241 -23.355 -23.886 -25.751
6.520 -23.218 -23.238 -23.350 -23.885 -25.765
6.530 -23.216 -23.234 -23.346 -23.885 -25.779
6.540 -23.213 -23.231 -23.341 -23.885 -25.793
6.550 -23.210 -23.227 -23.336 -23.884 -25.807
6.560 -23.207 -23.224 -23.332 -23.885 -25.821
6.570 -23.204 -23.220 -23.327 -23.885 -25.834
6.580 -23.201 -23.217 -23.323 -23.885 -25.848
6.590 -23.198 -23.213 -23.318 -23.885 -25.862
6.600 -23.195 -23.210 -23.314 -23.886 -25.875
6.610 -23.192 -23.206 -23.309 -23.886 -25.889
6.620 -23.189 -23.203 -23.304 -23.887 -25.902
6.630 -23.186 -23.199 -23.300 -23.888 -25.915
6.640 -23.183 -23.196 -23.295 -23.889 -25.929
6.650 -23.180 -23.192 -23.291 -23.889 -25.942
6.660 -23.177 -23.189 -23.286 -23.890 -25.955
6.670 -23.173 -23.185 -23.281 -23.891 -25.968
6.680 -23.170 -23.182 -23.277 -23.892 -25.981
6.690 -23.167 -23.178 -23.272 -23.893 -25.994
6.700 -23.164 -23.175 -23.267 -23.894 -26.006
6.710 -23.160 -23.171 -23.263 -23.895 -26.019
6.720 -23.157 -23.167 -23.258 -23.896 -26.032
6.730 -23.154 -23.164 -23.253 -23.898 -26.045
6.740 -23.150 -23.160 -23.249 -23.899 -26.057
6.750 -23.147 -23.157 -23.244 -23.900 -26.070
6.760 -23.144 -23.153 -23.239 -23.901 -26.082
6.770 -23.140 -23.150 -23.234 -23.903 -26.095
6.780 -23.137 -23.146 -23.230 -23.904 -26.107
6.790 -23.133 -23.142 -23.225 -23.906 -26.120
6.800 -23.130 -23.139 -23.220 -23.907 -26.132
6.810 -23.126 -23.135 -23.215 -23.909 -26.145
6.820 -23.123 -23.131 -23.211 -23.911 -26.157
6.830 -23.119 -23.128 -23.206 -23.912 -26.169
6.840 -23.116 -23.124 -23.201 -23.914 -26.181
6.850 -23.112 -23.120 -23.196 -23.916 -26.194
6.860 -23.109 -23.117 -23.192 -23.918 -26.206
6.870 -23.105 -23.113 -23.187 -23.919 -26.218
6.880 -23.102 -23.109 -23.182 -23.921 -26.230
6.890 -23.098 -23.105 -23.177 -23.923 -26.242
6.900 -23.094 -23.101 -23.173 -23.925 -26.254
6.910 -23.091 -23.098 -23.168 -23.926 -26.267
6.920 -23.087 -23.094 -23.163 -23.928 -26.279
6.930 -23.083 -23.090 -23.158 -23.930 -26.291
6.940 -23.079 -23.086 -23.153 -23.931 -26.303
6.950 -23.076 -23.082 -23.149 -23.933 -26.315
6.960 -23.072 -23.078 -23.144 -23.934 -26.327
6.970 -23.068 -23.074 -23.139 -23.935 -26.338
6.980 -23.064 -23.070 -23.134 -23.937 -26.350
6.990 -23.060 -23.066 -23.129 -23.938 -26.362
7.000 -23.057 -23.062 -23.124 -23.939 -26.374
7.010 -23.053 -23.058 -23.120 -23.940 -26.386
7.020 -23.049 -23.054 -23.115 -23.940 -26.398
7.030 -23.045 -23.050 -23.110 -23.941 -26.409
7.040 -23.041 -23.046 -23.105 -23.941 -26.421
7.050 -23.037 -23.041 -23.100 -23.941 -26.434
7.060 -23.033 -23.037 -23.095 -23.941 -26.446
7.070 -23.029 -23.033 -23.090 -23.941 -26.458
7.080 -23.025 -23.029 -23.086 -23.941 -26.470
7.090 -23.020 -23.024 -23.081 -23.941 -26.481
7.100 -23.016 -23.020 -23.076 -23.940 -26.493
7.110 -23.012 -23.016 -23.071 -23.940 -26.505
7.120 -23.008 -23.011 -23.066 -23.939 -26.517
7.130 -23.004 -23.007 -23.061 -23.938 -26.529
7.140 -23.000 -23.003 -23.056 -23.938 -26.541
7.150 -22.995 -22.998 -23.052 -23.937 -26.553
7.160 -22.991 -22.994 -23.047 -23.937 -26.566
7.170 -22.987 -22.990 -23.042 -23.937 -26.578
7.180 -22.983 -22.985 -23.037 -23.937 -26.590
7.190 -22.979 -22.981 -23.032 -23.937 -26.602
7.200 -22.974 -22.977 -23.027 -23.937 -26.615
7.210 -22.970 -22.972 -23.022 -23.937 -26.627
7.220 -22.966 -22.968 -23.017 -23.938 -26.639
7.230 -22.962 -22.964 -23.013 -23.939 -26.652
7.240 -22.958 -22.960 -23.008 -23.939 -26.664
7.250 -22.954 -22.955 -23.003 -23.940 -26.677
7.260 -22.949 -22.951 -22.998 -23.941 -26.689
7.270 -22.945 -22.947 -22.993 -23.943 -26.702
7.280 -22.941 -22.943 -22.988 -23.944 -26.715
7.290 -22.937 -22.938 -22.983 -23.946 -26.727
7.300 -22.933 -22.934 -22.979 -23.947 -26.740
7.310 -22.929 -22.930 -22.974 -23.949 -26.752
7.320 -22.924 -22.926 -22.969 -23.951 -26.765
7.330 -22.920 -22.921 -22.964 -23.953 -26.778
7.340 -22.916 -22.917 -22.959 -23.955 -26.790
7.350 -22.912 -22.913 -22.954 -23.957 -26.803
7.360 -22.908 -22.909 -22.949 -23.959 -26.815
7.370 -22.904 -22.905 -22.945 -23.961 -26.828
7.380 -22.899 -22.900 -22.940 -23.964 -26.840
7.390 -22.895 -22.896 -22.935 -23.966 -26.852
7.400 -22.891 -22.892 -22.930 -23.969 -26.865
7.410 -22.887 -22.888 -22.925 -23.971 -26.877
7.420 -22.883 -22.883 -22.920 -23.974 -26.889
7.430 -22.878 -22.879 -22.915 -23.977 -26.901
7.440 -22.874 -22.875 -22.911 -23.979 -26.912
7.450 -22.870 -22.871 -22.906 -23.982 -26.924
7.460 -22.866 -22.867 -22.901 -23.985 -26.936
7.470 -22.862 -22.862 -22.896 -23.988 -26.947
7.480 -22.857 -22.858 -22.891 -23.991 -26.958
7.490 -22.853 -22.854 -22.886 -23.994 -26.969
7.500 -22.849 -22.850 -22.882 -23.997 -26.980
7.510 -22.845 -22.845 -22.877 -24.000 -26.991
7.520 -22.840 -22.841 -22.872 -24.004 -27.001
7.530 -22.836 -22.837 -22.867 -24.007 -27.011
7.540 -22.832 -22.833 -22.862 -24.010 -27.021
7.550 -22.828 -22.828 -22.858 -24.013 -27.031
7.560 -22.823 -22.824 -22.853 -24.016 -27.041
7.570 -22.819 -22.820 -22.848 -24.020 -27.050
7.580 -22.815 -22.815 -22.843 -24.023 -27.059
7.590 -22.811 -22.811 -22.838 -24.026 -27.068
7.600 -22.806 -22.807 -22.834 -24.029 -27.077
7.610 -22.802 -22.802 -22.829 -24.032 -27.085
7.620 -22.798 -22.798 -22.824 -24.036 -27.094
7.630 -22.793 -22.794 -22.819 -24.039 -27.102
7.640 -22.789 -22.790 -22.815 -24.042 -27.110
7.650 -22.785 -22.785 -22.810 -24.045 -27.117
7.660 -22.781 -22.781 -22.805 -24.048 -27.125
7.670 -22.776 -22.777 -22.800 -24.051 -27.132
7.680 -22.772 -22.772 -22.796 -24.054 -27.140
7.690 -22.768 -22.768 -22.791 -24.057 -27.147
7.700 -22.763 -22.763 -22.786 -24.059 -27.153
7.710 -22.759 -22.759 -22.781 -24.062 -27.160
7.720 -22.754 -22.755 -22.777 -24.065 -27.167
7.730 -22.750 -22.750 -22.772 -24.067 -27.173
7.740 -22.746 -22.746 -22.767 -24.070 -27.180
7.750 -22.741 -22.742 -22.762 -24.072 -27.186
7.760 -22.737 -22.737 -22.758 -24.074 -27.192
7.770 -22.732 -22.733 -22.753 -24.076 -27.199
7.780 -22.728 -22.728 -22.748 -24.078 -27.205
7.790 -22.724 -22.724 -22.743 -24.080 -27.211
7.800 -22.719 -22.719 -22.739 -24.081 -27.218
7.810 -22.715 -22.715 -22.734 -24.083 -27.224
7.820 -22.710 -22.711 -22.729 -24.084 -27.230
7.830 -22.706 -22.706 -22.725 -24.085 -27.237
7.840 -22.701 -22.702 -22.720 -24.087 -27.243
7.850 -22.697 -22.697 -22.715 -24.088 -27.250
7.860 -22.692 -22.693 -22.711 -24.088 -27.257
7.870 -22.688 -22.688 -22.706 -24.089 -27.264
7.880 -22.684 -22.684 -22.701 -24.090 -27.271
7.890 -22.679 -22.679 -22.696 -24.090 -27.278
7.900 -22.675 -22.675 -22.692 -24.091 -27.286
7.910 -22.670 -22.670 -22.687 -24.091 -27.293
7.920 -22.666 -22.666 -22.682 -24.091 -27.301
7.930 -22.661 -22.661 -22.678 -24.091 -27.309
7.940 -22.657 -22.657 -22.673 -24.091 -27.317
7.950 -22.652 -22.652 -22.668 -24.091 -27.325
7.960 -22.648 -22.648 -22.664 -24.091 -27.334
7.970 -22.643 -22.643 -22.659 -24.091 -27.343
7.980 -22.639 -22.639 -22.655 -24.091 -27.352
7.990 -22.634 -22.634 -22.650 -24.091 -27.361
8.000 -22.630 -22.630 -22.645 -24.090 -27.371
