#
# CIE cooling function for Z=0.5 solar
#   ne=0.004 cm^-3
#   logT = 4.0 to 8.0
#   sun_photospheric_1998_grevesse abundances
# Calculated using CHIANTI and ChiantiPy
#
logT   Total    Cont   FFCont  FBCont  2PCont
5.460 -21.800 -23.348 -23.811 -23.680 -24.067
5.470 -21.827 -23.351 -23.806 -23.682 -24.089
5.480 -21.856 -23.354 -23.801 -23.684 -24.111
5.490 -21.886 -23.357 -23.796 -23.687 -24.132
5.500 -21.918 -23.360 -23.792 -23.689 -24.154
5.510 -21.950 -23.363 -23.787 -23.691 -24.175
5.520 -21.982 -23.365 -23.782 -23.693 -24.196
5.530 -22.013 -23.367 -23.778 -23.696 -24.217
5.540 -22.042 -23.370 -23.773 -23.698 -24.237
5.550 -22.069 -23.372 -23.768 -23.701 -24.258
5.560 -22.094 -23.374 -23.764 -23.704 -24.278
5.570 -22.115 -23.376 -23.759 -23.706 -24.299
5.580 -22.135 -23.378 -23.755 -23.709 -24.319
5.590 -22.151 -23.379 -23.750 -23.712 -24.339
5.600 -22.166 -23.381 -23.746 -23.715 -24.359
5.610 -22.178 -23.382 -23.741 -23.718 -24.378
5.620 -22.187 -23.384 -23.737 -23.721 -24.397
5.630 -22.196 -23.385 -23.732 -23.724 -24.416
5.640 -22.202 -23.386 -23.728 -23.728 -24.435
5.650 -22.208 -23.387 -23.723 -23.731 -24.454
5.660 -22.212 -23.388 -23.719 -23.734 -24.472
5.670 -22.216 -23.389 -23.714 -23.737 -24.490
5.680 -22.220 -23.389 -23.710 -23.741 -24.507
5.690 -22.223 -23.390 -23.705 -23.744 -24.524
5.700 -22.226 -23.391 -23.701 -23.747 -24.541
5.710 -22.230 -23.391 -23.697 -23.751 -24.557
5.720 -22.234 -23.391 -23.692 -23.754 -24.572
5.730 -22.239 -23.392 -23.688 -23.757 -24.587
5.740 -22.244 -23.392 -23.683 -23.761 -24.601
5.750 -22.251 -23.392 -23.679 -23.764 -24.614
5.760 -22.258 -23.392 -23.675 -23.768 -24.626
5.770 -22.266 -23.391 -23.670 -23.771 -24.637
5.780 -22.275 -23.391 -23.666 -23.774 -24.648
5.790 -22.283 -23.391 -23.662 -23.778 -24.657
5.800 -22.292 -23.390 -23.657 -23.781 -24.666
5.810 -22.300 -23.390 -23.653 -23.785 -24.673
5.820 -22.308 -23.389 -23.649 -23.788 -24.680
5.830 -22.315 -23.389 -23.645 -23.792 -24.685
5.840 -22.322 -23.388 -23.640 -23.796 -24.690
5.850 -22.327 -23.387 -23.636 -23.799 -24.694
5.860 -22.331 -23.386 -23.632 -23.803 -24.697
5.870 -22.335 -23.385 -23.627 -23.807 -24.699
5.880 -22.337 -23.384 -23.623 -23.810 -24.700
5.890 -22.339 -23.383 -23.619 -23.814 -24.701
5.900 -22.340 -23.382 -23.615 -23.818 -24.701
5.910 -22.341 -23.381 -23.610 -23.821 -24.700
5.920 -22.341 -23.380 -23.606 -23.825 -24.699
5.930 -22.340 -23.378 -23.602 -23.829 -24.697
5.940 -22.340 -23.377 -23.598 -23.833 -24.694
5.950 -22.339 -23.376 -23.594 -23.836 -24.691
5.960 -22.339 -23.374 -23.589 -23.840 -24.688
5.970 -22.339 -23.373 -23.585 -23.843 -24.684
5.980 -22.339 -23.371 -23.581 -23.847 -24.680
5.990 -22.339 -23.369 -23.577 -23.850 -24.675
6.000 -22.340 -23.367 -23.572 -23.854 -24.670
6.010 -22.341 -23.366 -23.568 -23.857 -24.665
6.020 -22.342 -23.364 -23.564 -23.860 -24.660
6.030 -22.344 -23.362 -23.560 -23.863 -24.655
6.040 -22.346 -23.360 -23.556 -23.866 -24.650
6.050 -22.348 -23.358 -23.551 -23.869 -24.644
6.060 -22.351 -23.356 -23.547 -23.872 -24.639
6.070 -22.353 -23.354 -23.543 -23.875 -24.634
6.080 -22.356 -23.351 -23.539 -23.878 -24.628
6.090 -22.358 -23.349 -23.535 -23.881 -24.622
6.100 -22.361 -23.347 -23.530 -23.883 -24.616
6.110 -22.363 -23.345 -23.526 -23.886 -24.610
6.120 -22.366 -23.342 -23.522 -23.888 -24.603
6.130 -22.369 -23.340 -23.518 -23.891 -24.596
6.140 -22.371 -23.337 -23.514 -23.893 -24.588
6.150 -22.374 -23.335 -23.509 -23.896 -24.579
6.160 -22.378 -23.332 -23.505 -23.898 -24.571
6.170 -22.381 -23.329 -23.501 -23.900 -24.561
6.180 -22.385 -23.326 -23.497 -23.902 -24.552
6.190 -22.389 -23.323 -23.493 -23.904 -24.542
6.200 -22.394 -23.320 -23.488 -23.906 -24.531
6.210 -22.399 -23.317 -23.484 -23.907 -24.520
6.220 -22.405 -23.314 -23.480 -23.909 -24.510
6.230 -22.412 -23.311 -23.476 -23.910 -24.499
6.240 -22.419 -23.307 -23.472 -23.912 -24.488
6.250 -22.428 -23.304 -23.467 -23.913 -24.477
6.260 -22.438 -23.301 -23.463 -23.913 -24.467
6.270 -22.448 -23.297 -23.459 -23.914 -24.456
6.280 -22.460 -23.294 -23.455 -23.914 -24.447
6.290 -22.472 -23.290 -23.451 -23.915 -24.438
6.300 -22.486 -23.287 -23.446 -23.914 -24.429
6.310 -22.501 -23.283 -23.442 -23.914 -24.422
6.320 -22.517 -23.280 -23.438 -23.914 -24.415
6.330 -22.533 -23.276 -23.434 -23.913 -24.409
6.340 -22.549 -23.272 -23.429 -23.912 -24.403
6.350 -22.566 -23.269 -23.425 -23.911 -24.400
6.360 -22.583 -23.265 -23.421 -23.909 -24.397
6.370 -22.600 -23.262 -23.416 -23.908 -24.395
6.380 -22.617 -23.258 -23.412 -23.906 -24.395
6.390 -22.633 -23.255 -23.408 -23.904 -24.396
6.400 -22.649 -23.252 -23.403 -23.903 -24.398
6.410 -22.665 -23.248 -23.399 -23.901 -24.401
6.420 -22.680 -23.245 -23.395 -23.899 -24.406
6.430 -22.695 -23.242 -23.390 -23.897 -24.412
6.440 -22.709 -23.239 -23.386 -23.895 -24.419
6.450 -22.723 -23.236 -23.381 -23.893 -24.427
6.460 -22.736 -23.233 -23.377 -23.892 -24.436
6.470 -22.748 -23.230 -23.372 -23.890 -24.446
6.480 -22.760 -23.227 -23.368 -23.889 -24.457
6.490 -22.771 -23.224 -23.364 -23.888 -24.469
6.500 -22.782 -23.222 -23.359 -23.887 -24.481
6.510 -22.791 -23.219 -23.355 -23.886 -24.494
6.520 -22.800 -23.216 -23.350 -23.885 -24.506
6.530 -22.808 -23.213 -23.346 -23.885 -24.520
6.540 -22.815 -23.211 -23.341 -23.885 -24.533
6.550 -22.823 -23.208 -23.336 -23.884 -24.548
6.560 -22.829 -23.205 -23.332 -23.885 -24.562
6.570 -22.834 -23.202 -23.327 -23.885 -24.574
6.580 -22.838 -23.199 -23.323 -23.885 -24.587
6.590 -22.842 -23.197 -23.318 -23.885 -24.599
6.600 -22.845 -23.194 -23.314 -23.886 -24.611
6.610 -22.847 -23.191 -23.309 -23.886 -24.623
6.620 -22.849 -23.188 -23.304 -23.887 -24.634
6.630 -22.851 -23.185 -23.300 -23.888 -24.645
6.640 -22.852 -23.182 -23.295 -23.889 -24.655
6.650 -22.852 -23.179 -23.291 -23.889 -24.665
6.660 -22.852 -23.176 -23.286 -23.890 -24.675
6.670 -22.852 -23.172 -23.281 -23.891 -24.684
6.680 -22.852 -23.169 -23.277 -23.892 -24.693
6.690 -22.851 -23.166 -23.272 -23.893 -24.702
6.700 -22.850 -23.163 -23.267 -23.894 -24.711
6.710 -22.849 -23.160 -23.263 -23.895 -24.719
6.720 -22.847 -23.156 -23.258 -23.896 -24.727
6.730 -22.845 -23.153 -23.253 -23.898 -24.736
6.740 -22.843 -23.150 -23.249 -23.899 -24.744
6.750 -22.841 -23.146 -23.244 -23.900 -24.751
6.760 -22.840 -23.143 -23.239 -23.901 -24.759
6.770 -22.837 -23.140 -23.234 -23.903 -24.767
6.780 -22.835 -23.136 -23.230 -23.904 -24.775
6.790 -22.833 -23.133 -23.225 -23.906 -24.782
6.800 -22.830 -23.129 -23.220 -23.907 -24.790
6.810 -22.827 -23.126 -23.215 -23.909 -24.797
6.820 -22.825 -23.123 -23.211 -23.911 -24.804
6.830 -22.822 -23.119 -23.206 -23.912 -24.811
6.840 -22.820 -23.116 -23.201 -23.914 -24.818
6.850 -22.817 -23.112 -23.196 -23.916 -24.826
6.860 -22.815 -23.109 -23.192 -23.918 -24.832
6.870 -22.813 -23.105 -23.187 -23.919 -24.839
6.880 -22.811 -23.101 -23.182 -23.921 -24.846
6.890 -22.809 -23.098 -23.177 -23.923 -24.853
6.900 -22.807 -23.094 -23.173 -23.925 -24.860
6.910 -22.806 -23.091 -23.168 -23.926 -24.869
6.920 -22.804 -23.087 -23.163 -23.928 -24.875
6.930 -22.803 -23.083 -23.158 -23.930 -24.882
6.940 -22.802 -23.080 -23.153 -23.931 -24.888
6.950 -22.802 -23.076 -23.149 -23.933 -24.895
6.960 -22.801 -23.072 -23.144 -23.934 -24.902
6.970 -22.801 -23.068 -23.139 -23.935 -24.908
6.980 -22.801 -23.064 -23.134 -23.937 -24.915
6.990 -22.802 -23.060 -23.129 -23.938 -24.921
7.000 -22.802 -23.057 -23.124 -23.939 -24.928
7.010 -22.804 -23.053 -23.120 -23.940 -24.934
7.020 -22.805 -23.049 -23.115 -23.940 -24.941
7.030 -22.807 -23.045 -23.110 -23.941 -24.948
7.040 -22.809 -23.041 -23.105 -23.941 -24.954
7.050 -22.811 -23.037 -23.100 -23.941 -24.964
7.060 -22.814 -23.032 -23.095 -23.941 -24.971
7.070 -22.817 -23.028 -23.090 -23.941 -24.978
7.080 -22.820 -23.024 -23.086 -23.941 -24.985
7.090 -22.823 -23.020 -23.081 -23.941 -24.993
7.100 -22.827 -23.016 -23.076 -23.940 -25.000
7.110 -22.831 -23.011 -23.071 -23.940 -25.008
7.120 -22.834 -23.007 -23.066 -23.939 -25.016
7.130 -22.838 -23.003 -23.061 -23.938 -25.023
7.140 -22.842 -22.999 -23.056 -23.938 -25.032
7.150 -22.845 -22.995 -23.052 -23.937 -25.040
7.160 -22.849 -22.990 -23.047 -23.937 -25.048
7.170 -22.852 -22.986 -23.042 -23.937 -25.057
7.180 -22.855 -22.982 -23.037 -23.937 -25.066
7.190 -22.858 -22.978 -23.032 -23.937 -25.075
7.200 -22.860 -22.973 -23.027 -23.937 -25.084
7.210 -22.862 -22.969 -23.022 -23.937 -25.093
7.220 -22.864 -22.965 -23.017 -23.938 -25.102
7.230 -22.865 -22.961 -23.013 -23.939 -25.112
7.240 -22.866 -22.957 -23.008 -23.939 -25.121
7.250 -22.867 -22.953 -23.003 -23.940 -25.131
7.260 -22.867 -22.948 -22.998 -23.941 -25.141
7.270 -22.867 -22.944 -22.993 -23.943 -25.151
7.280 -22.867 -22.940 -22.988 -23.944 -25.161
7.290 -22.867 -22.936 -22.983 -23.946 -25.171
7.300 -22.866 -22.932 -22.979 -23.947 -25.181
7.310 -22.865 -22.928 -22.974 -23.949 -25.191
7.320 -22.864 -22.923 -22.969 -23.951 -25.201
7.330 -22.863 -22.919 -22.964 -23.953 -25.211
7.340 -22.861 -22.915 -22.959 -23.955 -25.221
7.350 -22.860 -22.911 -22.954 -23.957 -25.231
7.360 -22.858 -22.907 -22.949 -23.959 -25.241
7.370 -22.856 -22.903 -22.945 -23.961 -25.251
7.380 -22.854 -22.899 -22.940 -23.964 -25.261
7.390 -22.852 -22.894 -22.935 -23.966 -25.270
7.400 -22.849 -22.890 -22.930 -23.969 -25.279
7.410 -22.847 -22.886 -22.925 -23.971 -25.288
7.420 -22.844 -22.882 -22.920 -23.974 -25.297
7.430 -22.842 -22.878 -22.915 -23.977 -25.306
7.440 -22.839 -22.873 -22.911 -23.979 -25.314
7.450 -22.836 -22.869 -22.906 -23.982 -25.322
7.460 -22.833 -22.865 -22.901 -23.985 -25.330
7.470 -22.830 -22.861 -22.896 -23.988 -25.337
7.480 -22.827 -22.857 -22.891 -23.991 -25.344
7.490 -22.824 -22.852 -22.886 -23.994 -25.351
7.500 -22.821 -22.848 -22.882 -23.997 -25.357
7.510 -22.817 -22.844 -22.877 -24.000 -25.363
7.520 -22.814 -22.840 -22.872 -24.004 -25.368
7.530 -22.811 -22.836 -22.867 -24.007 -25.373
7.540 -22.807 -22.831 -22.862 -24.010 -25.378
7.550 -22.804 -22.827 -22.858 -24.013 -25.382
7.560 -22.800 -22.823 -22.853 -24.016 -25.386
7.570 -22.797 -22.819 -22.848 -24.020 -25.390
7.580 -22.793 -22.814 -22.843 -24.023 -25.393
7.590 -22.789 -22.810 -22.838 -24.026 -25.397
7.600 -22.786 -22.806 -22.834 -24.029 -25.399
7.610 -22.782 -22.801 -22.829 -24.032 -25.402
7.620 -22.778 -22.797 -22.824 -24.036 -25.404
7.630 -22.774 -22.793 -22.819 -24.039 -25.406
7.640 -22.771 -22.789 -22.815 -24.042 -25.407
7.650 -22.767 -22.784 -22.810 -24.045 -25.409
7.660 -22.763 -22.780 -22.805 -24.048 -25.410
7.670 -22.759 -22.776 -22.800 -24.051 -25.411
7.680 -22.755 -22.771 -22.796 -24.054 -25.412
7.690 -22.751 -22.767 -22.791 -24.057 -25.413
7.700 -22.747 -22.763 -22.786 -24.059 -25.414
7.710 -22.743 -22.758 -22.781 -24.062 -25.415
7.720 -22.739 -22.754 -22.777 -24.065 -25.415
7.730 -22.735 -22.749 -22.772 -24.067 -25.416
7.740 -22.731 -22.745 -22.767 -24.070 -25.417
7.750 -22.727 -22.741 -22.762 -24.072 -25.418
7.760 -22.723 -22.736 -22.758 -24.074 -25.418
7.770 -22.719 -22.732 -22.753 -24.076 -25.419
7.780 -22.714 -22.727 -22.748 -24.078 -25.421
7.790 -22.710 -22.723 -22.743 -24.080 -25.422
7.800 -22.706 -22.719 -22.739 -24.081 -25.423
7.810 -22.702 -22.714 -22.734 -24.083 -25.425
7.820 -22.698 -22.710 -22.729 -24.084 -25.427
7.830 -22.694 -22.705 -22.725 -24.085 -25.429
7.840 -22.689 -22.701 -22.720 -24.087 -25.431
7.850 -22.685 -22.696 -22.715 -24.088 -25.434
7.860 -22.681 -22.692 -22.711 -24.088 -25.437
7.870 -22.677 -22.687 -22.706 -24.089 -25.440
7.880 -22.673 -22.683 -22.701 -24.090 -25.444
7.890 -22.668 -22.679 -22.696 -24.090 -25.447
7.900 -22.664 -22.674 -22.692 -24.091 -25.452
7.910 -22.660 -22.670 -22.687 -24.091 -25.456
7.920 -22.656 -22.665 -22.682 -24.091 -25.461
7.930 -22.652 -22.661 -22.678 -24.091 -25.466
7.940 -22.647 -22.656 -22.673 -24.091 -25.472
7.950 -22.643 -22.652 -22.668 -24.091 -25.478
7.960 -22.639 -22.647 -22.664 -24.091 -25.484
7.970 -22.635 -22.643 -22.659 -24.091 -25.491
7.980 -22.630 -22.638 -22.655 -24.091 -25.498
7.990 -22.626 -22.634 -22.650 -24.091 -25.505
8.000 -22.622 -22.629 -22.645 -24.090 -25.513
